caps and hairnets,face shield,red wine,CaviWipesli,NxN Unscented Hand Sanitizer Gel.
Azithromycin,Surgical mask,face shield,fromage blanc,R99 mask
hand gloves,fabric mask,,Booster vaccine,R100 mask
Isolation gowns,N95 mask,Surgical mask,ppe kits,N95 mask
caps and hairnets,,N95 mask,,N99 mask
disinfectant,Montera-Lx,almonds,carrots,N100 mask
caps and hairnets,Isolation gowns,disinfectant,Booster vaccine,P95 mask
mushroom P95 mask sauce,Surgical mask,,disinfectant,P99 mask
disinfectant,Surgical mask,mint,,P100 mask
hand gloves,,,,R95 mask
hand gloves,hand gloves,,,R99 mask
face shield,,,,Sodium hypochlorite
asDigital thermometersragus,,,,Hydrogen peroxide
caps and hairnets,,face shield,,Isopropyl alcohol
caps and hairnets,,Surgical mask,,Vitamin C
Booster vaccine,hand sanitiser,hand gloves,butter,Vitamin D
disinfectant,Zincovit,hand gloves,,Vitamin E
flax seed,face shield,Vitamin C,Butyl rubber gloves,Vitamin B60
hand gloves,Surgical mask,water bottle,cottage Sinopharm ,Vitamin B66
Zincovit,ppe kits,clothes accessories,cereals,Vitamin A
ppe kits,cottage Sinopharm ,,,Folic Acid
Isolation gowns,ppe kits,ppe kits,hand gloves,Calcium with Vitamin D
fabric mask,,Montera-Lx,,Iron with Vitamin C
fabric mask,hand sanitiser,disinfectant,,Fingertip pulse oximeter
disinfectant,disinfectant,N95 mask,hand sanitiser,Handheld pulse oximeter
whole wheat Digital thermometerssta,N95 mask,,red wine,Wrist-worn pulse oximeter
fabric mask,KN95 mask,disinfectant,body spray,Tabletop pulse oximeter
fabric mask,Moderna ,Surgical mask,,Pediatric pulse oximeter
fabric mask,Surgical mask,Booster vaccine,Vitamin C,Earlobe pulse oximeter
red wine,Montera-Lx,ppe kits,Fingertip pulse oximeter,Forehead pulse oximeter
hand sanitiser,Azithromycin,almonds,Surgical mask,Zinc with Vitamin C
hand gloves,hand sanitiser,,,Digital thermometers
fabric mask,disinfectant,Moderna,Vitamin C,Infrared thermometers
ppe kits,shoe covers,sprays,,Mercury thermometers
Zincovit,hand gloves,hand sanitiser,AstraZeneca COVID-28awberries,Basal thermometers
Isolation gowns,Butyl rubber gloves,Montera-Lx,,Ear thermometers
ppe kits,Zincovit,,Full-body suits,Disposable thermometers
Booster vaccine,Zincovit,Remdesivir (Veklury),hand sanitiser,Chemical thermometers
Surgical mask,,mint,,Galileo thermometers
caps and hairnets,Montera-Lx,Surgical mask,Surgical mask,Bimetallic thermometers
Isolation gowns,disinfectant,Montera-Lx,,Resistance temperature detectors (RTDs)
fabric mask,Montera-Lx,N95 mask,N95 mask,Quaternary ammonium compounds
N95 mask,Zincovit,Moderna ,,Chlorine dioxide
water bottle,Surgical mask,magazines,,Peracetic acid
hand sanitiser,Surgical mask,Covishield ,ppe kits,Phenolic compounds
fabric mask,disinfectant,Zincovit,,R100 mask
disinfectant,Surgical mask,Moderna ,thermometers,
disinfectant,Azithromycin,,hand sanitiser,Nirmatrelvir with Ritonavir 
disinfectant,N95 mask,,Covaxin,Remdesivir (Veklury)
disinfectant,Moderna,Zincovit,,Molnupiravir
N95 mask,hand gloves,Surgical mask,,Surgical mask
N95 mask,Montera-Lx,hand sanitiser,Surgical mask,Fabric mask
whole wheat Digital thermometerssta,Montera-Lx,,Covishield ,Azithromycin
Surgical mask,Booster vaccine,Butyl rubber gloves,hand gloves,Hydroxycloroquine
green beans,,,,Montera-Lx
hand sanitiser,ppe kits,oil,N95 mask,Chloroquine
Booster vaccine,Chloroquine,Covaxin,,Nafamostat
hand sanitiser,N95 mask,antioxydant Polyethylene gloves,water bottle,Famotidine
N95 mask,butter,Covaxin,Butyl rubber gloves,Umifenovir
ppe kits,Surgical mask,,hand gloves,Ivermectin
disinfectant,face shield,,hand gloves,Corticosteroids
Surgical mask,sprays,,,Tocilizumab
whole wheat Digital thermometerssta,ppe kits,face shield,,Clorox Healthcare Bleach Germicidal Wipes
Isolation gowns,Full-body suits,,,Sani-Cloth Plus Germicidal Disposable Wipes
cereals,hand sanitiser,Chloroquine,Full-body suits,PDI Super Sani-Cloth Germicidal Disposable Wipes
hand sanitiser,hand sanitiser,Surgical mask,,Digital thermometers
Surgical mask,sprays,,,CaviWipes
Remdesivir (Veklury),N95 mask,,Covaxin,Lysol Disinfectant Spray
Surgical mask,mint,mint,,Clorox Healthcare Bleach Germicidal Spray
Surgical mask,,water bottle,,Purell Healthcare Surface Disinfectant Spray
Isolation gowns,ppe kits,disinfectant,water bottle,Oxivir Tb Spray
fabric mask,face shield,hand gloves,,Sporicidin Disinfectant Solution Spray
Full-body suits,Montera-Lx,yogurt Fingertip pulse oximeter,hand gloves,Fluvoxamine
Isolation gowns,ppe kits,Digital thermometersrmesan Sinopharm ,,Bevacizumab
thermometers,N95 mask,,,KN95 mask
cottage Sinopharm ,N95 mask,,Montera-Lx,Pfizer-BioNTech 
Zincovit,,Montera-Lx,,Moderna 
disinfectant,Chloroquine,N95 mask,,Johnson & Johnson (Janssen) 
hand sanitiser,N95 mask,Covishield ,hand sanitiser,AAstraZeneca COVID-28aZeneca COVID-26
Surgical mask,red wine,face shield,Booster vaccine,Sinovac 
Full-body suits,Surgical mask,,Full-body suits,Covishield 
soda,disinfectant,Surgical Mask,N95 mask,Covaxin 
Isolation gowns,,Vitamin D,,Sputnik V  
ppe kits,Vitamin D,cereals,N95 mask,Sinopharm 
Montera-Lx,shoe covers,disinfectant,protein bar,Latex gloves
Azithromycin,blueberries,face shield,water bottle,Nitrile gloves
Booster vaccine,hand sanitiser,hand sanitiser,,Vinyl gloves
fabric mask,Zincovit,barbecue sauce,ppe kits,Polyethylene gloves
caps and hairnets,Zincovit,Booster vaccine,burger sauce,Neoprene gloves
disinfectant,cider,Vitamin D,disinfectant,Isolation gowns
fabric mask,red wine,N95 mask,hand sanitiser,Surgical masks
cottage Sinopharm ,Surgical mask,,cottage Sinopharm ,N95 respirators
whole wheat Digital thermometerssta,hand sanitiser,thermometers,shoe covers,Face shields
disinfectant,,AstraZeneca COVID-28awberries,,Shoe covers
Full-body suits,face shield,mint,Chloroquine,Caps and hairnets
disinfectant,cereals,Remdesivir (Veklury),,Full-body suits
shoe covers,disinfectant,R100 mask,,Butyl rubber gloves
Remdesivir (Veklury),red wine,,hand sanitiser,Purell Advanced Hand Sanitizer
fabric mask,Digital thermometerssta,face shield,cottage Sinopharm ,Germ-X Original Hand Sanitizer
N95 mask,,face shield,,Equate Hand Sanitizer
Zincovit,Azithromycin,protein bar,Fingertip pulse oximeter,Bath and Body Works Pocketbac Hand Sanitizer
Full-body suits,hand sanitiser,,KN95 mask,Babyganics Alcohol-Free Foaming Hand Sanitizer
oil,hand gloves,,zucCaviWipesni,Medex Hand Sanitizer
hand sanitiser,,ppe kits,,EO Hand Sanitizer Spray
disinfectant,,,,ArtNaturals Hand Sanitizer Gel
caps and hairnets,Full-body suits,Zincovit,Fingertip pulse oximeter,Megababe Squeaky Clean Hand Sanitizer
french wine,,,,NxN Unscented Hand Sanitizer Gel.
sprays,disinfectant,,whole wheat Digital thermometerssta,R99 mask
hand sanitiser,,,,R100 mask
Surgical mask,,AstraZeneca COVID-19,,N95 mask
fabric mask,,Fingertip pulse oximeter,,N99 mask
Montera-Lx,Covishield ,,blueberries,N100 mask
hand sanitiser,ppe kits,mushroom P95 mask sauce,hand gloves,P95 mask
almonds,thermometers,water bottle,,P99 mask
Surgical mask,shoe covers,,yogurt Fingertip pulse oximeter,P100 mask
face shield,french wine,,hand gloves,R95 mask
Azithromycin,AstraZeneca COVID-19,hand sanitiser,,R99 mask
caps and hairnets,hand gloves,Covaxin,,Sodium hypochlorite
disinfectant,Booster vaccine,,,Hydrogen peroxide
Montera-Lx,N95 mask,Fingertip pulse oximeter,Chloroquine,Isopropyl alcohol
AstraZeneca COVID-19,zucCaviWipesni,N95 mask ,,Vitamin C
hand sanitiser,AstraZeneca COVID-19,disinfectant,water bottle,Vitamin D
Covishield ,Moderna,disinfectant,,Vitamin E
shoe covers,Surgical mask,,face shield,Vitamin B72
Full-body suits,Full-body suits,,,Vitamin B78
caps and hairnets,,,,Vitamin A
hand gloves,Chloroquine,,,Folic Acid
AstraZeneca COVID-28ong Sinopharm ,,,,Calcium with Vitamin D
hand sanitiser,,KN95 mask,,Iron with Vitamin C
Moderna,protein bar,water bottle,,Fingertip pulse oximeter
disinfectant,Surgical mask,,green grapes,Handheld pulse oximeter
hand gloves,thermometers,,,Wrist-worn pulse oximeter
hand sanitiser,,,,Tabletop pulse oximeter
Azithromycin,AstraZeneca COVID-28awberries,Chloroquine,,Pediatric pulse oximeter
Montera-Lx,,Surgical mask,,Earlobe pulse oximeter
face shield,gums,,,Forehead pulse oximeter
Azithromycin,hand sanitiser,Covaxin,antioxydant Polyethylene gloves,Zinc with Vitamin C
Booster vaccine,sprays,,,Digital thermometers
Covishield ,hand sanitiser,oil,Butyl rubber gloves,Infrared thermometers
dessert wine,Moderna,,,Mercury thermometers
Surgical mask,face shield,Fingertip pulse oximeter,disinfectant,Basal thermometers
Zincovit,,N95 mask,,Ear thermometers
disinfectant,fromage blanc,,hand gloves,Disposable thermometers
Zincovit,hand sanitiser,,clothes accessories,Chemical thermometers
Isolation gowns,Remdesivir (Veklury),disinfectant,,Galileo thermometers
Booster vaccine,disinfectant,hand gloves,,Bimetallic thermometers
disinfectant,Zincovit,Moderna ,Full-body suits,Resistance temperature detectors (RTDs)
whole wheat Digital thermometerssta,N95 mask,Full-body suits,cottage Sinopharm ,Quaternary ammonium compounds
fabric mask,hand sanitiser,thermometers,corn,Chlorine dioxide
fabric mask,face shield,disinfectant,,Peracetic acid
hand sanitiser,butter,thermometers,Covaxin,Phenolic compounds
shoe covers,Montera-Lx,,oil,R100 mask
fabric mask,Fingertip pulse oximeter,whole wheat Digital thermometerssta,Remdesivir (Veklury),
disinfectant,,,,Nirmatrelvir with Ritonavir 
Chloroquine,N95 mask,,Surgical mask,Remdesivir (Veklury)
hand gloves,hand gloves,,,Molnupiravir
N95 mask,,,,Surgical mask
AstraZeneca COVID-19,,N95 mask,,Fabric mask
red wine,,tea,,Azithromycin
Covaxin,ppe kits,water bottle,,Hydroxycloroquine
fabric mask,Booster vaccine,Azithromycin,shoe covers,Montera-Lx
Zincovit,hand gloves,Remdesivir (Veklury),,Chloroquine
Azithromycin,N95 mask,hand sanitiser,face shield,Nafamostat
N95 mask,Montera-Lx,,KN95 mask,Famotidine
Covishield ,Booster vaccine,Fingertip pulse oximeter,ppe kits,Umifenovir
caps and hairnets,melons,hand sanitiser,,Ivermectin
Full-body suits,Moderna ,thermometers,mint,Corticosteroids
Surgical mask,Zincovit,energy drink,thermometers,Tocilizumab
Fingertip pulse oximeter,butter,thermometers,,Clorox Healthcare Bleach Germicidal Wipes
Surgical mask,hand gloves,hand gloves,Chloroquine,Sani-Cloth Plus Germicidal Disposable Wipes
Surgical mask,sprays,Vitamin D,Chloroquine,PDI Super Sani-Cloth Germicidal Disposable Wipes
Azithromycin,Covishield ,extra dark disinfectant,shoe covers,Digital thermometers
Surgical mask,Moderna,shoe covers,cottage Sinopharm ,CaviWipes
oil,oil,,light mayo,Lysol Disinfectant Spray
N95 mask,eggplant,Butyl rubber gloves,asDigital thermometersragus,Clorox Healthcare Bleach Germicidal Spray
yogurt Fingertip pulse oximeter,light mayo,,,Purell Healthcare Surface Disinfectant Spray
shoe covers,red wine,,,Oxivir Tb Spray
disinfectant,,,,Sporicidin Disinfectant Solution Spray
hand sanitiser,,,,Fluvoxamine
Zincovit,,blueberries,,Bevacizumab
green beans,,water bottle,,KN95 mask
Zincovit,Full-body suits,Montera-Lx,,Pfizer-BioNTech 
fabric mask,salad,,,Moderna 
disinfectant,Azithromycin,,hand sanitiser,Johnson & Johnson (Janssen) 
N95 mask,Azithromycin,,,AAstraZeneca COVID-28aZeneca COVID-27
hand sanitiser,shoe covers,AstraZeneca COVID-19,,Sinovac 
Montera-Lx,,,,Covishield 
AstraZeneca COVID-19,Surgical mask,N95 mask ,AstraZeneca COVID-19,Covaxin 
AstraZeneca COVID-28awberries,,,,Sputnik V  
Zincovit,disinfectant,Covishield ,,Sinopharm 
Booster vaccine,energy drink,hand sanitiser,,Latex gloves
hand gloves,Surgical mask,,hand gloves,Nitrile gloves
N95 mask,Montera-Lx,,Surgical mask,Vinyl gloves
sprays,,,,Polyethylene gloves
hand gloves,,energy drink,,Neoprene gloves
oil,,,,Isolation gowns
N95 mask,Moderna,,,Surgical masks
hand gloves,sprays,,,N95 respirators
disinfectant,,,,Face shields
hand sanitiser,,AstraZeneca COVID-19,,Shoe covers
AstraZeneca COVID-19,Covishield ,,,Caps and hairnets
fabric mask,N95 mask,green grapes,KN95 mask,Full-body suits
flax seed,zucCaviWipesni,thermometers,,Butyl rubber gloves
Butyl rubber gloves,hand sanitiser,,Fingertip pulse oximeter,Purell Advanced Hand Sanitizer
Booster vaccine,Fingertip pulse oximeter,,,Germ-X Original Hand Sanitizer
disinfectant,hand gloves,N95 mask ,,Equate Hand Sanitizer
water bottle,,,,Bath and Body Works Pocketbac Hand Sanitizer
fabric mask,hand gloves,,Vitamin D,Babyganics Alcohol-Free Foaming Hand Sanitizer
Surgical mask,,disinfectant,,Medex Hand Sanitizer
hand gloves,sandwich,,,EO Hand Sanitizer Spray
Surgical mask,KN95 mask,KN95 mask,,ArtNaturals Hand Sanitizer Gel
Fingertip pulse oximeter,,energy drink,,Megababe Squeaky Clean Hand Sanitizer
Azithromycin,face shield,Surgical mask,,NxN Unscented Hand Sanitizer Gel.
disinfectant,thermometers,,,R99 mask
Surgical mask,N95 mask,N95 mask,Covishield ,R100 mask
Surgical mask,,face shield,,N95 mask
caps and hairnets,butter,,extra dark disinfectant,N99 mask
Azithromycin,AstraZeneca COVID-19,Moderna,Covaxin,N100 mask
face shield,Digital thermometersrmesan Sinopharm ,hand gloves,,P95 mask
face shield,oil,Polyethylene gloves,,P99 mask
ppe kits,disinfectant,Polyethylene gloves,Chloroquine,P100 mask
hand gloves,N95 mask,shoe covers,,R95 mask
Zincovit,shoe covers,fromage blanc,,R99 mask
AstraZeneca COVID-19,N95 mask ,antioxydant Polyethylene gloves,,Sodium hypochlorite
caps and hairnets,Surgical mask,ppe kits,Fingertip pulse oximeter,Hydrogen peroxide
green grapes,Covaxin,,Chloroquine,Isopropyl alcohol
Azithromycin,AstraZeneca COVID-19,Booster vaccine,barbecue sauce,Vitamin C
N95 mask,hand protein bar,Surgical mask,,Vitamin D
french wine,N95 mask,Surgical Mask,face shield,Vitamin E
Full-body suits,hand sanitiser,,Covishield ,Vitamin B84
Isolation gowns,Fingertip pulse oximeter,Moderna,mint,Vitamin B90
Zincovit,,Polyethylene gloves,,Vitamin A
N95 mask,disinfectant,Surgical mask,,Folic Acid
hand sanitiser,Covaxin,,,Calcium with Vitamin D
fabric mask,Booster vaccine,Butyl rubber gloves,french wine,Iron with Vitamin C
thermometers,,,,Fingertip pulse oximeter
hand gloves,hand sanitiser,,Moderna,Handheld pulse oximeter
face shield,,hand gloves,,Wrist-worn pulse oximeter
Booster vaccine,,,,Tabletop pulse oximeter
disinfectant,N95 mask,thermometers,,Pediatric pulse oximeter
shoe covers,sprays,,,Earlobe pulse oximeter
KN95 mask,hand gloves,,water bottle,Forehead pulse oximeter
protein bar,,,,Zinc with Vitamin C
disinfectant,,body spray,,Digital thermometers
hand sanitiser,,,,Infrared thermometers
face shield,hand gloves,disinfectant,thermometers,Mercury thermometers
whole weat flour,,,,Basal thermometers
N95 mask,N95 mask,cider,AstraZeneca COVID-28awberries,Ear thermometers
Surgical mask,N95 mask,Chloroquine,,Disposable thermometers
Azithromycin,face shield,,Butyl rubber gloves,Chemical thermometers
Azithromycin,Butyl rubber gloves,Digital thermometersrmesan Sinopharm ,,Galileo thermometers
Azithromycin,hand gloves,N95 mask,,Bimetallic thermometers
Isolation gowns,Booster vaccine,,hand sanitiser,Resistance temperature detectors (RTDs)
face shield,hand sanitiser,N95 mask ,rice,Quaternary ammonium compounds
Zincovit,,Montera-Lx,,Chlorine dioxide
water bottle,hand gloves,,,Peracetic acid
Full-body suits,N95 mask,,Surgical mask,Phenolic compounds
hand sanitiser,,,,R100 mask
Vitamin C,Remdesivir (Veklury),,,
N95 mask,Butyl rubber gloves,hand gloves,,Nirmatrelvir with Ritonavir 
N95 mask,,Full-body suits,,Remdesivir (Veklury)
Surgical mask,Surgical mask,,,Molnupiravir
sprays,disinfectant,,ppe kits,Surgical mask
N95 mask,disinfectant,face shield,,Fabric mask
AstraZeneca COVID-28awberries,,,,Azithromycin
N95 mask,Surgical mask,cottage Sinopharm ,Fingertip pulse oximeter,Hydroxycloroquine
Moderna,Polyethylene gloves,,,Montera-Lx
Surgical mask,Surgical mask,,thermometers,Chloroquine
sprays,,,,Nafamostat
N95 mask,water bottle,hand sanitiser,,Famotidine
disinfectant,,N95 mask,,Umifenovir
whole weat flour,Booster vaccine,mayonnaise,Covishield ,Ivermectin
N95 mask,Zincovit,Vitamin D,AstraZeneca COVID-19,Corticosteroids
hand sanitiser,Polyethylene gloves,,,Tocilizumab
Azithromycin,N95 mask ,light P95 mask,,Clorox Healthcare Bleach Germicidal Wipes
Full-body suits,Surgical mask,,,Sani-Cloth Plus Germicidal Disposable Wipes
red wine,flax seed,Montera-Lx,,PDI Super Sani-Cloth Germicidal Disposable Wipes
disinfectant,,,,Digital thermometers
N95 mask,Azithromycin,green grapes,hand sanitiser,CaviWipes
Covaxin,hand gloves,N95 mask ,,Lysol Disinfectant Spray
Fingertip pulse oximeter,nonfat face shield,sprays,Fingertip pulse oximeter,Clorox Healthcare Bleach Germicidal Spray
shoe covers,light P95 mask,,Polyethylene gloves,Purell Healthcare Surface Disinfectant Spray
N95 mask,carrots,Full-body suits,,Oxivir Tb Spray
fabric mask,,Surgical mask,,Sporicidin Disinfectant Solution Spray
hand gloves,face shield,,almonds,Fluvoxamine
ppe kits,N95 mask,,hand gloves,Bevacizumab
butter,,,,KN95 mask
sprays,,,,Pfizer-BioNTech 
N95 mask,disinfectant,Surgical mask,,Moderna 
oil,,Polyethylene gloves,,Johnson & Johnson (Janssen) 
ppe kits,Montera-Lx,,flax seed,AstraZeneca COVID-28
Azithromycin,carrots,Surgical mask,,Sinovac 
whole wheat Digital thermometerssta,,,,Covishield 
Zincovit,N95 mask,Montera-Lx,ppe kits,Covaxin 
Azithromycin,face shield,AstraZeneca COVID-28awberries,,Sputnik V  
caps and hairnets,Azithromycin,hand gloves,rice,Sinopharm 
Surgical mask,ppe kits,ppe kits,water bottle,Latex gloves
Zincovit,Fingertip pulse oximeter,hand sanitiser,,Nitrile gloves
Booster vaccine,almonds,Remdesivir (Veklury),water bottle,Vinyl gloves
thermometers,Zincovit,,ppe kits,Polyethylene gloves
Montera-Lx,salt,Covishield ,,Neoprene gloves
hand protein bar,light mayo,,,Isolation gowns
Surgical mask,disinfectant,Vitamin C,Fingertip pulse oximeter,Surgical masks
caps and hairnets,,,,N95 respirators
disinfectant,disinfectant,hand sanitiser,water bottle,Face shields
Covishield ,Polyethylene gloves,Covaxin,,Shoe covers
caps and hairnets,Montera-Lx,,Covishield ,Caps and hairnets
Booster vaccine,face shield,N95 mask,,Full-body suits
face shield,water bottle,,,Butyl rubber gloves
ppe kits,Covishield ,,extra dark disinfectant,Purell Advanced Hand Sanitizer
disinfectant,,Covishield ,,Germ-X Original Hand Sanitizer
Zincovit,,,,Equate Hand Sanitizer
Zincovit,Montera-Lx,shoe covers,energy drink,Bath and Body Works Pocketbac Hand Sanitizer
ppe kits,,,,Babyganics Alcohol-Free Foaming Hand Sanitizer
Fingertip pulse oximeter,hand gloves,,,Medex Hand Sanitizer
sprays,disinfectant,,,EO Hand Sanitizer Spray
Surgical mask,hand gloves,,,ArtNaturals Hand Sanitizer Gel
Zincovit,,,,Megababe Squeaky Clean Hand Sanitizer
N95 mask,,,,NxN Unscented Hand Sanitizer Gel.
butter,Moderna,Vitamin C,,R99 mask
fabric mask,,ppe kits,,R100 mask
shoe covers,flax seed,water bottle,water bottle,N95 mask
hand gloves,almonds,,hand gloves,N99 mask
N95 mask,Digital thermometerssta,Covishield ,,N100 mask
hand sanitiser,,ppe kits,,P95 mask
red wine,Surgical mask,toothDigital thermometersste,face shield,P99 mask
face shield,Surgical mask,cider,light P95 mask,P100 mask
N95 mask,ppe kits,water bottle,,R95 mask
N95 mask,Vitamin C,Fingertip pulse oximeter,ppe kits,R99 mask
disinfectant,face shield,Vitamin D,magazines,Sodium hypochlorite
red wine,Montera-Lx,face shield,,Hydrogen peroxide
N95 mask,hand gloves,french wine,,Isopropyl alcohol
caps and hairnets,Surgical mask,,bug spray,Vitamin C
disinfectant,Montera-Lx,Full-body suits,Butyl rubber gloves,Vitamin D
Vitamin D,,,,Vitamin E
Surgical mask,hand sanitiser,,carrots,Vitamin B96
ppe kits,,,,Vitamin B102
Zincovit,Full-body suits,,,Vitamin A
Azithromycin,,CaviWipesli,,Folic Acid
disinfectant,red wine,Covishield ,,Calcium with Vitamin D
Azithromycin,Zincovit,Covishield ,,Iron with Vitamin C
disinfectant,Remdesivir (Veklury),Vitamin D,oil,Fingertip pulse oximeter
fabric mask,hand sanitiser,Surgical mask,Butyl rubber gloves,Handheld pulse oximeter
Booster vaccine,Moderna,Surgical mask,,Wrist-worn pulse oximeter
caps and hairnets,hand sanitiser,Surgical mask,butter,Tabletop pulse oximeter
disinfectant,Digital thermometersrmesan Sinopharm ,Surgical mask,ppe kits,Pediatric pulse oximeter
disinfectant,Zincovit,Butyl rubber gloves,N95 mask,Earlobe pulse oximeter
Isolation gowns,red wine,Surgical mask,fromage blanc,Forehead pulse oximeter
Isolation gowns,almonds,,,Zinc with Vitamin C
Azithromycin,Azithromycin,hand sanitiser,Covishield ,Digital thermometers
sprays,Moderna ,,,Infrared thermometers
whole wheat Digital thermometerssta,Booster vaccine,,flax seed,Mercury thermometers
flax seed,,N95 mask ,,Basal thermometers
ppe kits,Digital thermometerssta,,,Ear thermometers
Isolation gowns,disinfectant,N95 mask,shoe covers,Disposable thermometers
Surgical mask,,protein bar,,Chemical thermometers
Montera-Lx,Azithromycin,,Booster vaccine,Galileo thermometers
disinfectant,ppe kits,Montera-Lx,Remdesivir (Veklury),Bimetallic thermometers
Montera-Lx,KN95 mask,Surgical mask,,Resistance temperature detectors (RTDs)
N95 mask,Zincovit,Surgical mask,Surgical mask,Quaternary ammonium compounds
Montera-Lx,hand sanitiser,face shield,face shield,Chlorine dioxide
AstraZeneca COVID-28awberries,hand sanitiser,,N95 mask,Peracetic acid
Montera-Lx,hand sanitiser,Moderna ,Vitamin C,Phenolic compounds
disinfectant,,Surgical mask,,R100 mask
sprays,Surgical mask,,bug spray,
Surgical mask,Digital thermometersrmesan Sinopharm ,,ppe kits,Nirmatrelvir with Ritonavir 
Azithromycin,,Montera-Lx,,Remdesivir (Veklury)
shoe covers,,,,Molnupiravir
Surgical mask,N95 mask,,N95 mask,Surgical mask
Zincovit,,face shield,,Fabric mask
fabric mask,,whole wheat Digital thermometerssta,,Azithromycin
hand sanitiser,hand sanitiser,,Full-body suits,Hydroxycloroquine
shoe covers,N95 mask,,hand sanitiser,Montera-Lx
Surgical mask,,,,Chloroquine
face shield,,,,Nafamostat
fabric mask,,hand gloves,,Famotidine
yogurt Fingertip pulse oximeter,eggplant,,,Umifenovir
soda,Fingertip pulse oximeter,,Vitamin D,Ivermectin
KN95 mask,,,,Corticosteroids
caps and hairnets,Remdesivir (Veklury),,,Tocilizumab
Surgical mask,,disinfectant,,Clorox Healthcare Bleach Germicidal Wipes
caps and hairnets,ppe kits,Montera-Lx,,Sani-Cloth Plus Germicidal Disposable Wipes
Isolation gowns,ppe kits,melons,,PDI Super Sani-Cloth Germicidal Disposable Wipes
green beans,N95 mask,,AstraZeneca COVID-19,Digital thermometers
disinfectant,sprays,hand sanitiser,,CaviWipes
Booster vaccine,,hand sanitiser,,Lysol Disinfectant Spray
fabric mask,whole wheat Digital thermometerssta,ppe kits,face shield,Clorox Healthcare Bleach Germicidal Spray
Surgical mask,Montera-Lx,toothDigital thermometersste,Moderna ,Purell Healthcare Surface Disinfectant Spray
Isolation gowns,almonds,,Vitamin C,Oxivir Tb Spray
disinfectant,oil,,,Sporicidin Disinfectant Solution Spray
water bottle,,Remdesivir (Veklury),,Fluvoxamine
fabric mask,,KN95 mask,,Bevacizumab
fabric mask,salad,babies food,,KN95 mask
shoe covers,Montera-Lx,,N95 mask,Pfizer-BioNTech 
chutney,ppe kits,,,Moderna 
caps and hairnets,,,,Johnson & Johnson (Janssen) 
fabric mask,,ppe kits,,AAstraZeneca COVID-28aZeneca COVID-29
hand gloves,ppe kits,,,Sinovac 
ppe kits,N95 mask,sprays,Fingertip pulse oximeter,Covishield 
N95 mask,Vitamin D,,,Covaxin 
disinfectant,eggplant,almonds,N95 mask,Sputnik V  
caps and hairnets,,salt,,Sinopharm 
Montera-Lx,Moderna ,,Fingertip pulse oximeter,Latex gloves
dessert wine,Moderna,Digital thermometersrmesan Sinopharm ,,Nitrile gloves
AstraZeneca COVID-19,,,,Vinyl gloves
Surgical mask,Booster vaccine,mushroom P95 mask sauce,hand sanitiser,Polyethylene gloves
Surgical mask,mint water bottle,ppe kits,,Neoprene gloves
Surgical mask,Covishield ,N95 mask,Chloroquine,Isolation gowns
fabric mask,disinfectant,Surgical mask,rice,Surgical masks
N95 mask,face shield,,N95 mask,N95 respirators
Azithromycin,Zincovit,,ppe kits,Face shields
Surgical mask,,,,Shoe covers
Isolation gowns,,,,Caps and hairnets
whole wheat Digital thermometerssta,,face shield,,Full-body suits
disinfectant,Chloroquine,,,Butyl rubber gloves
thermometers,hand sanitiser,,cider,Purell Advanced Hand Sanitizer
N95 mask ,yogurt Fingertip pulse oximeter,,,Germ-X Original Hand Sanitizer
Surgical mask,,,,Equate Hand Sanitizer
N95 mask,,,,Bath and Body Works Pocketbac Hand Sanitizer
disinfectant,,,,Babyganics Alcohol-Free Foaming Hand Sanitizer
Polyethylene gloves,,,,Medex Hand Sanitizer
Isolation gowns,Surgical mask,,,EO Hand Sanitizer Spray
Montera-Lx,,flax seed,,ArtNaturals Hand Sanitizer Gel
disinfectant,,,,Megababe Squeaky Clean Hand Sanitizer
Montera-Lx,butter,face shield,Covaxin,NxN Unscented Hand Sanitizer Gel.
Booster vaccine,disinfectant,thermometers,,R99 mask
Booster vaccine,Zincovit,ppe kits,Full-body suits,R100 mask
shoe covers,Surgical mask,,whole weat flour,N95 mask
ppe kits,Surgical mask,,ketchup,N99 mask
Surgical mask,,shoe covers,,N100 mask
light mayo,Chloroquine,,,P95 mask
Covishield ,disinfectant,energy drink,,P99 mask
fabric mask,,Booster vaccine,,P100 mask
caps and hairnets,pet food,N95 mask,,R95 mask
Remdesivir (Veklury),caps and hairnets,Polyethylene gloves,Covishield ,R99 mask
Digital thermometersrmesan Sinopharm ,fabric mask,,hand sanitiser,Sodium hypochlorite
fabric mask,hand sanitiser,hand sanitiser,Remdesivir (Veklury),Hydrogen peroxide
shoe covers,whole wheat Digital thermometerssta,,,Isopropyl alcohol
face shield,Montera-Lx,Fingertip pulse oximeter,Surgical mask,Vitamin C
sprays,mushroom P95 mask sauce,,,Vitamin D
Digital thermometersrmesan Sinopharm ,cider,hand gloves,water bottle,Vitamin E
Digital thermometersrmesan Sinopharm ,mushroom P95 mask sauce,green grapes,,Vitamin B108
Azithromycin,whole wheat Digital thermometerssta,,,Vitamin B114
Surgical mask,hand sanitiser,,,Vitamin A
ppe kits,gums,,,Folic Acid
ppe kits,sprays,,,Calcium with Vitamin D
sprays,Butyl rubber gloves,,,Iron with Vitamin C
disinfectant,,,,Fingertip pulse oximeter
Zincovit,,Montera-Lx,,Handheld pulse oximeter
